Name,Text
ASSAULT PYRAMID,"ASSAULT PYRAMID
Assault Fitness Benchmark WOD
For Time
3-6-9-12-15-12-9-6-3 Reps each of:
Clean-and-Jerks (135/95 lb)
Burpees
Knees-to-Elbows
Calorie Assault Air Bike"
LOVELACE,"LOVELACE
CrossFit Townie Hero WOD
For Time
5 mile run
6 minute Plank Hold (cumulative)
20 Burpee Pull-Ups
160 Walking Lunges
64 Push-Ups
64 Sit-Ups"
SANTIAGO,"SANTIAGO
CrossFit Hero WOD
7 Rounds For Time
18 Dumbbell Hang Squat Cleans (35/25 lb)
18 Pull-Ups
10 Power Cleans (135/95 lb)
10 Handstand Push-Ups"
BELL BASTARD,"BELL BASTARD
by Taco Fleur
Three AMRAPs in 42 minutes

AMRAP from 0:00-6:00:
3 Kettlebell High Swings (16/12 kg) (right)
3 Squat Frontal Raise (16/12 kg)
3 Kettlebell High Swings (16/12 kg) (left)

Then, AMRAP from 6:00-36:00:
1-2-3-4 reps of:
Double Kettlebell Hang Cleans (2 x 16/12 kg)
Front Squats
Full Snatches
(Broken set penalty: 10 Crush-Grip Push-Ups)

Then, AMRAP from 36:00-42:00:
Push-Ups"
DON’T DROP THE KETTLEBELLS,"DON’T DROP THE KETTLEBELLS
by Juan Jimenez
AMRAP in 20 minutes
10 Dual Kettlebell Deadlifts (2x53/44 lb)
40 meter Dual Kettlebell Farmer's Carry (2x53/44 lb)
10 Dual Kettlebell Thrusters (2x53/44 lb)
40 meter Dual Kettlebell Farmer's Carry (2x53/44 lb)"
ADAM,"ADAM
Hero WOD
5 Rounds for Time
7 Chest-to-Bar Pull-Ups
14 Kettlebell Swings (32/24 kg)
21 Wall Ball Shots (9/6 kg)"
12/31,"12/31
Upper Cape CrossFit New Year’s Eve WOD
For Time
31 Push Presses (75/55 lb)
31 Pull-Ups
31 Snatches (75/55 lb)
31 Sit-Ups
31 Toes-to-Bars
31 Push-Ups
31 Box Jumps (24/20 in)
31 Back Squats (75/55 lb)
31 Unbroken Double-Unders
31 Thrusters (75/55 lb)
31 Lunges
31 Burpees

Then, 365 meter Row"
DENNIS O’BERG,"DENNIS O’BERG
555 Fitness Hero WOD
EMOM for 14 minutes
Odd Minutes:
15 Kettlebell Swings (24/16 kg)
Even Minutes:
10 Deadlifts (275/205 lb)"
BARBELL CLEAN & JERK CYCLING,"BARBELL CLEAN & JERK CYCLING
by Juan Jimenez
10-8-6-4-2 Reps for Time
Deadlifts (185/115 lb)
Hang Cleans (185/115 lb)
Jerks (185/115 lb)"
VIOLA,"VIOLA
CrossFit Hero WOD
AMRAP in 20 minutes
400 meter Run
11 Power Snatches (95/65 lb)
17 Pull-Ups
13 Power Cleans (95/65 lb)"
POKE THE BEAR,"POKE THE BEAR
Assault Fitness Benchmark WOD
AMRAP in 20 minutes
Cash In:
100 meter Farmers Carry (85/55 lb)
Then, AMRAP of:
5 Bear Complexes (135/65 lb)
10 Bar Over Burpees
15 calorie Assault Air Bike
Finally, Cash Out:
100 meter Farmer's Carry (85/55 lb)"
IRISH EXIT,"IRISH EXIT
Memorial WOD for Stephanie Taglietta
For Time
30 Alternating Dumbbell Snatches (50/35 lb)
30 Air Squats
30 Deadlifts (185/135 lb)
30 Push-Ups
30 Hang Cleans (115/85 lb)
30 Wall Ball Shots (20/14 lb)
30 Russian Kettlebell Swings (53/35 lb)
30 Box Jump Overs (20 in)
30 Shoulder-to-Overheads (95/65 lb)
30 Ball Slams (20/14 lb)
18 Burpees
Cash-Out: 518 meter Row"
BOLGER,"BOLGER
British Hero WOD
5 Rounds for Time
400 meter Run
25 Air Squats
Carry a Sandbag (25/15 kg) throughout the workout"
PUSH PULL,"PUSH PULL
by Chris Banks
For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Strict Chest-to-Bar Pull-Ups
1-2-3-4-5-6-7-8-9-10 reps of:
Strict Handstand Push-Ups"
BUBBA,"BUBBA
Tribute WOD
AMRAP in 20 minutes
6 Dumbbell Man Makers (2x55/35 lb)
7 Box Step Ups (2x55/35 lb)
Wear a Weight Vest (20/14 lb)"
VALENTINE’S DAY,"VALENTINE’S DAY
The Rec Center CrossFit Valentine's Day WOD
For Time
Complete the following with one partner working at a time.
Partner 1:
50 Box Jumps (24/20 in)
50 Kettlebell Swings (55/35 lb)
50 AbMat Sit-Ups
50 Deadlifts (155/115 lb)
50 Burpees
Partner 2:
50 Pull-Ups
50 Overhead Lunges (45/25 lb Plate)
50 Hand Release Push-Ups
50 Wall Ball Shots (20/14 lb)
50 Double-Unders
Buy-In and Cash-Out:
200 meter Partner Carry"
DOUGIE & LEON,"DOUGIE & LEON
CrossFit Taumata Hero WOD
For Time (with a Partner)
400 meter Run with Deadball (20/15 kg)
Then 5 rounds of:
40 Ball Slams (20/15 kg)
2 Tuck Jumps
40 Pull-Ups
40 Power Cleans (40/60 kg)
40 Push-Ups
40 Shoulder-to-Overhead (40/60 kg)
100 meter Run
Then:
400 meter Run with Deadball (20/15 kg)
Time cap: 60 minutes"
BLACKJACK (ASSAULT),"BLACKJACK (ASSAULT)
Assault Bike Benchmark WOD
AMRAP in 21 minutes
21 calorie Assault Air Bike
21 Kettlebell Swings (53/35 lb)
21 AbMat Sit-Ups"
RINGER 1 & RINGER 2,"RINGER 1 & RINGER 2
2019 CrossFit Games (Championships) WODs #10 & #11
Ringer 1
30-20-10 Reps for Time
Calorie Air Bike
Toes-to-Rings

Time Cap: 7/6 minutes

Ringer 2
15-10-5 Reps for Time
Burpees with Ring Touch
Overhead Squats (135/95 lb)

Time Cap: 5 minutes"
WITH A LITTLE HELP FROM MY FRIENDS,"WITH A LITTLE HELP FROM MY FRIENDS
M4G CrossFit Tribute WOD
For Time (with a Partner)
Buy-In: 988 meter Row
Then, 10 Rounds of:
14 D-Ball Ground to Over the Shoulders (100/70 lb)
20 Partner Plank Burpees
33 Wall Ball Shots (20/14 lb)
Buy-Out: 132 calorie Bike"
BANDERSNATCH 569,"BANDERSNATCH 569
CrossFit 569 WOD
AMRAP (with a Partner) in 26 minutes
100 Kettlebell Swings (70/53 lb)
80 Toes-to-Bars
60 Shoulder-to-Overheads (135/95 lb)
40 Burpee Box Jump Overs (24/20 in)
20 Devil Presses (2x50/35 lb)"
OPEN 19.5,"OPEN 19.5
2019 CrossFit Games Open Workout #5
For Time
33-27-21-15-9 reps of:
Thrusters (95/65 lb)
Chest-to-Bar Pull-Ups
Time Cap: 20 minutes"
LOCK DOWN,"LOCK DOWN
by Jamie Hagiya
For Time
10-9-8-7-6-5-4-3-2-1 Push-Ups
20-18-16-14-12-10-8-6-4-2 V-Ups
30-27-24-21-18-15-12-9-6-3 Air Squats"
RICHARDS,"RICHARDS
Hyrox Workout of the Week
5 Rounds for Total Calories in 75 minutes
200 meter Run
5 minute calorie SkiErg
5 minute calorie Row

Rest 3 minutes"
SWEATY AND FUN,"SWEATY AND FUN
Home WOD by Annie Thorisdottir
For Time
100 Lateral Burpees
100 Box Step-Ups (24/20 in)
100 Push-Ups

Every minute on the minute, perform:
5 Air Squats
5 Sit-Ups

Time Cap: 30 minutes"
ANGELA,"ANGELA
CrossFit 134 Memorial WOD
For Time
48 Burpees
Then 3 Rounds of:
10 Pull-Ups
16 Thrusters (95/65 lb)
16 Deadlifts (155/105 lb)
600 meter Run
Then:
48 Sit-Ups"
OZZY,"OZZY
CrossFit Hero WOD
7 Rounds For Time
11 Deficit Handstand Push-Ups (6/4 in)
1,000 meter Run"
NAPALM,"NAPALM
by Ben Bergeron
2 Rounds for Time
10 Bar Muscle-Ups
20 Bar Facing Burpees
30 Deadlifts (225/155 lb)
40 Wall Ball Shots (30/20 lb)"
KING SNATCH,"KING SNATCH
Assault Fitness Benchmark WOD
5 Rounds for Time
Chest-to-Bar Pull-Ups
10 Power Snatches
15 calorie Assault Air Bike
20 AbMat Sit-Ups
25 Single-Unders"
KEVIN,"KEVIN
Hero WOD
3 Rounds for Time
32 Deadlifts (185/135 lb)
32 Hanging Hip Touches (alternating arms)
800 meter Running Farmer Carry (15 lb dumbbells)"
RUN SWIM RUN,"RUN SWIM RUN
2017 CrossFit Games (Championships) WOD #1
For Time
1.5 mile Run
500 meter Swim
1.5 mile Run
Time Cap: 60 minutes"
MIRACLE MILE,"MIRACLE MILE
C4 CrossFit Benchmark WOD
For Time
400 meter Run
25 Kettlebell Swings (55/35 lb)
200 meter Farmers Walk (55,40/35,30 lb)
200 meter Waiters Walk (40/30 lb)
25 Box Jumps (24/20 in)
100 meter Sprint
100 meter Walking Lunges
100 meter Sprint
100 meter Walking Lunges
5 Burpees
400 meter Medicine Ball Run (20/14 lb)"
2223 INTERVALS,"2223 INTERVALS
2017 CrossFit Games (Championships) WOD #12
For Time
Three 2-minute intervals, then one 3-minute interval of:
2 Rope Climbs
10/7 calorie SkiErg
Max Overhead Squats (155/105 lb)
Then, 1 minute Rest
Time Cap: 12 minutes"
JIMMY,"JIMMY
Hero WOD
AMRAP in 30 minutes
5 Deadlifts (120/90 kg)
7 Pull-Ups
9 Push-Ups"
OLAF,"OLAF
CrossFit Evolution Benchmark WOD
5 Rounds for Time
5 Squat Cleans (155/105 lb)
25 Push-Ups"
PAINSTORM XI,"PAINSTORM XI
Classic Benchmark WOD
For Time
100 meter Run
10 Muscle-Ups
200 meter Run
20 Handstand Push-Ups
300 meter Run
30 Overhead Squats (45/35 lb bar)
400 meter Run
40 Sumo Deadlift High Pull (45/35 lb bar)
500 meter Run
50 Pull-Ups
600 meter Run
60 Push-Ups
700 meter Run
70 Kettlebell Swings (1/.75 pood)
800 meter Run
80 Burpees
900 meter Run
90 Thrusters (45/35 lb bar)
1,000 meter Run
100 Air Squats"
OPEN 16.4,"OPEN 16.4
2016 CrossFit Games Open WOD
AMRAP in 13 minutes
55 Deadlifts (225/155 lb)
55 Wall Ball Shots (20/14 lb)
55 calorie Row
55 Handstand Push-Ups"
MELIGONIS,"MELIGONIS
Exclusive Fitness Philadelphia Hero WOD
For Time
1-2-3-4-5-6-7-8-9-10 Pull-Ups
1-2-3-4-5-6-7-8-9-10 Push-Ups
2-4-6-8-10-12-14-16-18-20 Alternating Lunges

1 mile Run

10-9-8-7-6-5-4-3-2-1 Pull-Ups
10-9-8-7-6-5-4-3-2-1 Push-Ups
20-18-16-14-12-10-8-6-4-2 Alternating Lunges

Wear a Weight Vest (20/14 lb)"
THE SPARTAN,"THE SPARTAN
Challenge Workout by Dan John
10 Rounds for Time (with a Partner)
5 Deadlifts (315/225 lb)
Bear Crawl

On the last round, do Bear Crawl until failure."
LIVING ROOM MASH 2,"LIVING ROOM MASH 2
Home WOD by WOD Roulette
20 Rounds for Time
6 Push-Ups
12 Alternating Lunges
18 Double-Unders"
PROTECT YOUR BABY,"PROTECT YOUR BABY
Big Muddy CrossFit WOD
For Time (with a Partner)
800 meter Medicine Ball Run (30/20 lb, together with one med-ball)
30 Burpees
30 Jumping Lunges
30 Air Squats
30 Mountain Climbers
3 minute Plank Hold
800 meter Medicine Ball Run (30/20 lb, together with one med-ball)
One person works while the other partner holds the medicine ball overhead. If the ball touches the ground, then both athletes must perform 10 Burpees."
GEORGE CAIN,"GEORGE CAIN
555 Fitness Hero WOD
7 Rounds for Time
5 Back Squats (275/185 lb)
5 Burpees"
WHIP,"WHIP
CrossFit Buffalo Hero WOD
AMRAP in 21 minutes
11 Push-Ups
5 Squat Cleans (155/105 lb)
10 Box Jumps (24/10 in)"
INVISIBLE FRAN,"INVISIBLE FRAN
CrossFit Benchmark WOD
21-15-9 Reps for Time
Air Squats
Push-Ups"
HAVANA,"HAVANA
CrossFit Hero WOD
AMRAP in 25 minutes
150 Double-Unders
50 Push-Ups
15 Power Cleans (185/125 lb)"
DAMN DIANE,"DAMN DIANE
2020 CrossFit Games Phase 1 WOD #3
3 Rounds for Time
15 Deadlifts (315/205 lb)
15 Strict Deficit Handstand Push-Ups (3.5/2 in)"
EVEREST,"EVEREST
by Ben Bergeron
21-15-9 Reps for Time
Back Squats (315/225 lb)
Strict Handstand Push-Ups"
VITALY SHAKUN,"VITALY SHAKUN
Hero WOD
For Total Reps
From 0:00-8:19, complete Buy-In:
96 Burpees

At 8:19, if the Burpees are not completed, perform a 120 meter Run before resuming the Burpees.

Rest until 14:00

From 14:00-39:00, AMRAP of:
24 Dumbbell Snatches (50/35 lb)
2 Tire Flips
22 Goblet Squats (50/35 lb)
5 Burpee Pull-Ups

Cash-Out: 35 Single-Arm Devil Presses (50/35 lb)"
OPEN 17.2,"OPEN 17.2
2017 CrossFit Games Open WOD
AMRAP in 12 minutes
2 Rounds of:
50 ft Dumbbell Walking Lunges (50/35 lb)
16 Toe-to-Bars
8 Dumbbell Power Cleans (50/35 lb)
Then, 2 Rounds of:
50 ft Dumbbell Walking Lunges (50/35 lb)
16 Bar Muscle-Ups
8 Dumbbell Power Cleans (50/35 lb)"
CANINE REX,"CANINE REX
Michigan State Police K9 Hero WOD
For Time
7 Rounds of:
500 meter Run
14 Air Squats
14 Lunges (per leg)
14 Sit-Ups
14 Squat Jumps

Directly into:
25 Burpees
1 mile Run"
SQT,"SQT
CrossFit Benchmark WOD
3 Rounds for Time
10 Ground-to-Overheads (95/65 lb)
200 yard Shuttle Sprint (50 yards there and back, twice)"
WILMOT,"WILMOT
CrossFit Hero WOD
6 Rounds For Time
50 Air Squats
25 Ring Dips"
JAY,"JAY
Hero WOD
AMRAP in 20 minutes
22 Air Squats
12 Toes-to-Bars
9 Burpees
Wear a weight vest (20/14 lb)"
THE CRIPPLER,"THE CRIPPLER
Classic Benchmark WOD
For Time
30 Back Squats (225/155 lb)
1 mile Run"
ALL OF THE THINGS,"ALL OF THE THINGS
Coach Creation WOD
For Time
50 calorie Row
40 Box Jumps (24/20 in)
30 Kettlebell Swings (53/35 lb)
20 Goblet Squats (53/35 lb)
10 Burpees
20 Goblet Squats (53/35 lb)
30 Kettlebell Swings (53/35 lb)
40 Box Jumps (24/20 in)
50 calorie Row"
TOES-TO-BAR/LUNGE,"TOES-TO-BAR/LUNGE
2020 CrossFit Games Phase 2 WOD #6
30-20-10 Reps for Time
Toes-to-Bars
Kettlebell Lunges (2x32/24 kg, yards)"
SPARTAN FIELD DAY,"SPARTAN FIELD DAY
by Ryan Garcia
With a Running Clock For Time
From 0:00-15:00, perform:
500 meter Ski
200 meter Dumbbell Farmer's Carry (2x50/35 lb)
350 meter Ski
200 meter Dumbbell Farmer's Carry (2x50/35 lb)
200 meter Ski
200 meter Dumbbell Farmer's Carry (2x50/35 lb)
Rest remaining time.
Then, from 15:00-22:00, AMRAP Ladder of:
2 Wall Ball Shots (20/14 lb)*
1 Rope Climb
*Continue adding 2 reps the the wall balls every round.
Rest 2 minutes
Then, from 24:00-31:00, establish:
1 rep max Clean-and-Jerk
Then, from 31:00-38:00, 3 Rounds of:
12 Bar Facing Burpees
12 Deadlifts (1RM of Clean-and-Jerk)
Rest remaining time.
Then, from 38:00-40:00, AMRAP of:
Bar Muscle-Ups
Rest 2 minutes
Finally from 42:00, for time of:
1 mile Run
500 Double-Unders*
*Every break, run 200 meters."
JOHN FLORIO,"JOHN FLORIO
555 Fitness Hero WOD
For Time
10 Bench Presses (75% BW)
10 Ring Dips
20 Bench Presses (50% BW)
20 Diamond Push-Ups
30 Bench Presses (35% BW)
30 Push-Ups"
MARIA,"MARIA
CrossFit Harstad Memorial WOD
AMRAP in 25 minutes
5 Devil Presses (2x22.5/15 kg)
20 Double Dumbbell Front Rack Reverse Lunges (2x22.5/15 kg)
19 calorie Row"
RICHARD AUGUSTIN,"RICHARD AUGUSTIN
CrossFit Cardiff Hero WOD
For Time (with a Partner)
54 Pull-Ups
54 Handstand Push-ups
107 Double-Unders (each)
54 Burpees
54 Air Squats
53 Pull-Ups
53 Handstand Push-Ups
107 Double-Unders (each)
53 Burpees
53 Air Squats"
CORILLA,"CORILLA
by David Scharff
6 sets
14 offset deadlifts (load the bar only on one side, switch after 7 reps)
25 sec weighted hollow hold
50m sandbag carry"
A SHAU,"A SHAU
Memorial WOD
For Time
Buy-In: 1 mile Run

Then, complete:
10-11-12-13-13-14-16-17-18-19-20 Air Squats
50 meter Farmer's Carry (2x70/50 lb)
9 Push-Ups
3 Pull-Ups
7 Sit-Ups

Buy-Out: 1 mile Run"
VICTORIA,"VICTORIA
The Grinder, CrossFit Operations Order #3
5 Rounds for Time (in a Team of 3)
10 Squat Cleans (60/40 lb)
20 Push-Ups
Rest"
SMYKOWSKI,"SMYKOWSKI
CrossFit Hero WOD
For Time
6 km Run
60 Burpee Pull-Ups

Wear a Weight Vest (30/20 lb)"
BIG BANG,"BIG BANG
by Ben Bergeron
For Time
50 Power Cleans (225/155 lb)"
LOLA,"LOLA
Benchmark WOD
5 Rounds For Time
30 Double-Unders
20 Knees-to-Elbows
10 Handstand Push-Ups"
STIMULUS TRAVEL WOD 5,"STIMULUS TRAVEL WOD 5
CrossFit Stimulus Travel WOD
For Time
10-9-8-7-6-5-4-3-2-1 Burpees
20-18-16-14-10-6-4-2 Sit-Ups"
12. NIGHTMARE BEFORE CHRISTMAS,"12. NIGHTMARE BEFORE CHRISTMAS
by Lorna Murphy
1 Hang Clean
2 Front Squats
3 Push Jerk
4 Bent Over Rows
5 Burpees
6 Thrusters
7 Deadlifts
8 Alternating Snatches
9 DB Swings
10 Snatch To Reverse Lunge
11 Devils Press
1200m (0.75 Mile) Run"
JAMES GIBERSON,"JAMES GIBERSON
555 Fitness Hero WOD
For Time
10-9-8-7-6-5-4-3-2-1 Reps:
Front Squats (185/135 lb)
1-2-3-4-5-6-7-8-9-10 Reps:
Box Jumps (30/24 in)"
SUPPLY DRILL,"SUPPLY DRILL
by Justin Sloan
10 Rounds for Time
20 Push-Ups
20 Air Squats
20 Mountain Climbers (Left+Right=1)
20 Jumping Jacks"
SEAN,"SEAN
CrossFit Hero WOD
10 Rounds For Time
11 Chest-to-Bar Pull-Ups
22 Front Squats (75/55 lb)"
DURANTE CORE 2,"DURANTE CORE 2
by Dave Durante
5 Rounds
10 Arch Rocks
10 Arch Ups
10 second Arch Hold
1 minute Rest"
PANDEMIC,"PANDEMIC
by Ryan Garcia
For Time
1 to 10 to 1 Reps (Pyramid with Multipliers) of:
1 Burpee
2 Mountain Climbers
3 Sit-Ups"
LUMPY,"LUMPY
Snoridge CrossFit Hero WOD
3 Rounds for Time
250 meter Row
6 Power Cleans (135/95 lb)
6 Thrusters (135/95 lb)
9 Deadlifts (135/95 lb)
9 Sumo Deadlift High-Pulls (135/95 lb)"
EMMA,"EMMA
CrossFit CBD Memorial WOD
For Time
Buy-In:
15 Over-the-Bar Burpees
Then, 3 Rounds of:
11 Push Jerks (60/40 kg)
33 AbMat Sit-Ups
Cash-Out:
15 Over-the-Bar Burpees"
ASSAULT BANGER,"ASSAULT BANGER
2017 CrossFit Games (Championships) WOD #7
For Time
40/30 calorie Assault Bike
20 foot Banger
Time Cap: 6 minutes"
ST. PADDY'S PUMP,"ST. PADDY'S PUMP
St. Patrick's Day WOD
10 Rounds for Time
10 Bench Presses (185/125 lb)
20 GHD Sit-Ups"
LIVING ROOM MASH 5,"LIVING ROOM MASH 5
Home WOD by WOD Roulette
5 Rounds in 24 minutes
1 minute Mountain Climbers
1 minute Push-Ups
1 minute Flutter Kicks
1 minute Air Squats
1 minute Rest"
BUILDING CLEANS,"BUILDING CLEANS
by WeightvestWOD
5x AMRAP 3

3 power cleans
6 pushups
9 air squats"
LION COMPLEX,"LION COMPLEX
by Marlies Severyn
For Load
1 Snatch Grip Deadlift
1 Hang Power Snatch
1 Overhead Squat
1 Behind the Neck Push Jerk
1 Overhead Squat
Perform the barbell complex without putting barbell down.
Time Cap: 10 minutes"
GREG ALIA,"GREG ALIA
Cottontown CrossFit Hero WOD
4 Rounds for Time
23 Russian Kettlebell Swings (1.5/1 pood)
23 Box Jumps (24/20 in)
23 Sit-Ups
23 Dumbbell Snatches (35/25 lb)
23 Goblet Squats (1.5/1 pood)
23 Double-Unders
23 Medicine Ball Cleans (20/14 lb)

Then:
186 seconds (3:06) cumulative Plank Hold"
THE THIRTEEN,"THE THIRTEEN
Hero WOD by @dan_bailey9
13 Rounds for Time
26 calorie Row
8 Strict Pull-Ups
21 Shoulder-to-Overheads (95/65 lb)"
AMRAP 4 AUTISM 2021,"AMRAP 4 AUTISM 2021
Tribute WOD
AMRAP (with a Partner) in 32 minutes
54 Burpees to a Plate
54 Weighted Sit-Ups (45/25 lb)
54 yard Overhead Lunges (45/25 lb)
400 meter Partner Run"
WEIJDT,"WEIJDT
Dutch Hero WOD
5 Rounds for Time
19 Chest-to-Bar Pull-Ups
12 Box Jumps (30/24 in)
8 Squat Cleans (75/45 kg)"
MUSCLE-UP CLEAN LADDER,"MUSCLE-UP CLEAN LADDER
2017 CrossFit Games (Championships) WOD #9
For Time
4 Bar Muscle-Ups
2 Cleans (225/145 lb)
4 Bar Muscle-Ups
2 Cleans (245/160 lb)
4 Bar Muscle-Ups
2 Cleans (265/175 lb)
4 Bar Muscle-Ups
2 Cleans (285/190 lb)
4 Bar Muscle-Ups
2 Cleans (305/205 lb)
4 Bar Muscle-Ups
2 Cleans (320/215 lb)
4 Bar Muscle-Ups
2 Cleans (335/225 lb)
4 Bar Muscle-Ups
2 Cleans (350/235 lb)
Time Cap: 11 minutes"
SHE’S THE SCHMITT,"SHE’S THE SCHMITT
CrossFit War Streets Memorial WOD
For Time
Buy-In: 31 calorie Row

Then,
31 Dumbbell Curls (2x45/25 lb)
31 Sit-Ups
31 Dumbbell Floor Presses (2x45/25 lb)
31 Walking Lunges
31 Dumbbell Deadlifts (2x45/25 lb)
31 Push-Ups
31 Dumbbell Goblet Squats (45/25 lb)
31 Double-Unders

4 Burpees at the top of each minute (starting after the row)"
JONAH LOMU,"JONAH LOMU
Memorial WOD
For Time
1975 meter Run
11 Sandbag Ground-to-Over-Shoulder (55/45 lb)
11 Thrusters (135/95 lb)
11 Handstand Push-Ups
11 Hang Squat Cleans (135/95 lb)
11 Chest-to-Bar Pull-Ups
11 Shoulder-to-Overheads (135/95 lb)
11 Back Squats (135/95 lb)
11 Power Cleans (135/95 lb)
37 Wall Ball Shots (20/14 lb)
40 Kettlebell Swings (1.5/1 Pood)"
LUCKY SEVENS,"LUCKY SEVENS
by Ben Bergeron
5 Rounds for Time
7 Bar Muscle-Ups
7 Dumbbell Squat Clean Thrusters (2x70/50 lb)"
SANTANA,"SANTANA
Hyrox Workout of the Week
10 Rounds for Time
400 meter Run
Rest 3 minutes"
CRASH AND BURN,"CRASH AND BURN
Assault Fitness Benchmark WOD
For Time
10-9-8-7-6-5-4-3-2-1 Reps of each:
Deadlifts (300/200 lb)
Power Cleans (150/95 lb)
Bench Presses (200/135 lb)
Pull-Ups
Calorie Assault Air Bike"
CAN KOOZIE,"CAN KOOZIE
by Pete Marjamaa
AMRAP in 12 minutes
3 Squat Cleans (255/165 lb)
12 Dumbbell Push Presses (2x50/35 lb)
30 Double-Unders"
CHYNA CHO,"CHYNA CHO
Morning Chalk Up Workout of the Week
For Time
10-9-8-7-6-5-4-3-2-1 reps of:
Power Clean-and-Jerks (175/125 lb)
20-18-16-14-12-10-8-6-4-2 reps of:
GHD Sit-Ups
Calorie Echo Bike
Time Cap: 22 minutes"
PJ,"PJ
CrossFit Kantok Memorial WOD
For Time and Load
3 Clean-and-Jerks (135/95 lb)
3 Toes-to-Bars
55 Double-Unders

6 Clean-and-Jerks (135/95 lb)
6 Toes-to-Bars
55 Double-Unders

9 Clean-and-Jerks (135/95 lb)
9 Toes-to-Bars
55 Double-Unders

12 Clean-and-Jerks (135/95 lb)
12 Toes-to-Bars
55 Double-Unders

Directly into:
Establish: 1 rep max Squat Clean

Time Cap: 21 minutes"
FRIDAY FUN,"FRIDAY FUN
Home WOD by Annie Thorisdottir
Three AMRAPs in 21 minutes
AMRAP in 3 minutes of:
20 Gorilla Jump Squats
40 Single Dumbbell Cleans (15/10 kg) (alternating)
20 Gorilla Jump Squats
40 Single Dumbbell Shoulder-to-Overheads (15/10 kg) (alternate every 10 reps)
20 Gorilla Jump Squats
40 Single Dumbbell Hang Snatches (15/10 kg) (alternating)
Rest 1 minute
Then, AMRAP in 6 minutes of:
Same as above. Resume where you left off.
Rest 2 minutes
Finally, AMRAP in 9 minutes of:
Same as above. Resume where you left off."
STEWARD,"STEWARD
Hyrox Workout of the Week
6 Rounds for Load
5 Bench Presses
5 Back Squats
5 Deadlifts
Rest 3 minutes"
OUTSIDE THE BOX #5,"OUTSIDE THE BOX #5
Limited Equipment WOD by @3kings_athletics
For Time
15 Devil Presses (2x50/35 lb)
25 Air Squats
12 Devil Presses (2x50/35 lb)
25 Air Squats
9 Devil Presses (2x50/35 lb)
25 Air Squats
6 Devil Presses (2x50/35 lb)
25 Air Squats
3 Devil Presses (2x50/35 lb)
25 Air Squats"
D&B,"D&B
French Navy Hero WOD
For Time (with a Partner)
58 Box Jump Overs (24/20 in, alternate)
2,500 meter Run (together)
200 meter Walking Lunges (together)

Wear a Weight Vest (10/6 kg)

Rest 3 minutes

Then, complete 4 Rounds of:
33 Hang Power Cleans (60/40 kg) / Partner Deadlift Hold (60/40 kg)
28 Burpee Pull-Ups / Partner Dead Hang Hold"
JUDAH MACCABEE,"JUDAH MACCABEE
CrossFit NYC Hanukkah Holiday WOD
8 Rounds for Time
8 Hang Power Cleans (95/65 lb)
8 Front Squats (95/65 lb)
8 Push Presses (95/65 lb)
8 Burpees
8 Pull-Ups
8 Dips
8 Box Jumps (20 in)
8 Sit-Ups"
JOSEPH LEAVEY,"JOSEPH LEAVEY
555 Fitness Hero WOD
For Time
8 Overhead Squats (135/95 lb)
20 Double-Unders
6 Overhead Squats (135/95 lb)
40 Double-Unders
4 Overhead Squats (135/95 lb)
60 Double-Unders
2 Overhead Squats 9135/95 lb)
80 Double-Unders"
DOCE,"DOCE
CrossFit New England Benchmark WOD
Three 4-minute AMRAPs in 20 minutes

AMRAP from 0:00-4:00:
27 calorie Row
21 Power Cleans (135/95 lb)
15 Burpee Box Jump-Overs (24/20 in)

4 minutes Rest

AMRAP from 8:00-12:00:
27 calorie Row
21 Power Cleans (115/80 lb)
15 Burpee Box Jump-Overs (24/20 in)

4 minutes Rest

AMRAP from 16:00-20:00:
27 calorie Row
21 Power Cleans (95/65 lb)
15 Burpee Box Jump-Overs (24/20 in)"
MATT 16,"MATT 16
CrossFit Hero WOD
For Time
16 Deadlifts (275/185 lb)
16 Hang Power Cleans (185/135 lb)
16 Push Presses (135/95 lb)
800 meter Run
16 Deadlifts (275/185 lb)
16 Hang Power Cleans (185/135 lb)
16 Push Presses (135/95 lb)
800 meter Run
16 Deadlifts (275/185 lb)
16 Hang Power Cleans (185/135 lb)
16 Push Presses (135/95 lb)"
GAMA,"GAMA
by Luke Downing
For Time
20 Hindu Squats, 1 Push up
19 Hindu Squats, 2 Push ups
18 Hindu Squats, 3 Push ups
...continue this pattern until...
2 Hindu Squats, 19 Push ups
1 Hindu Squats, 20 Push ups"
EO3 5K,"EO3 5K
GarageGymAthlete Benchmark WOD
For Time
6 Rounds of:
800 meter Run

After each 800 meter Run, perform 3 Rounds of:
5 Push-Ups
10 Sit-Ups
15 Air Squats

Rest 3 minutes

100 meter Sprint

Rest 60 seconds

100 meter Sprint"
TACO44,"TACO44
by Taco Fleur
For Time
44 Air Squats
44 Kettlebell Complexes (2 x 16/12 kg)
44 Burpees
1 Kettlebell Complex is comprised of 1 Deadlift + 1 Clean + 1 Thruster"
PAUL,"PAUL
CrossFit Hero WOD for Paul J. Sciullo
5 Rounds For Time
50 Double-Unders
35 Knees-to-Elbows
20 yard Overhead Walk (185/135 lb)"
